Threshold,BiMo-0.05,BiMo-0.1,BiMo-0.15,BiMo-0.2,BiMo-0.25,BiMo-0.3,BiMo-0.35,BiMo-0.4,BiMo-0.45,BiMo-0.5,BiMo-0.55,BiMo-0.6,BiMo-0.65,BiMo-0.7,BiMo-0.75,BiMo-0.8,BiMo-0.9,BiMo-0.95,BiMo-1.0,BiMo-0.85
11%=0.11,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.800000012,0.899999976
12%=0.12,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.800000012,0.899999976
13%=0.13,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.800000012,0.899999976
14%=0.14,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.800000012,0.899999976
15%=0.15,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.800000012,0.899999976
1%=0.01,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.416666657,0.416666657,0.416666657,0.5
2%=0.02,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.5,0.5,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.666666687,0.666666687,0.666666687,0.5
3%=0.03,0.666666687,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.833333313,0.833333313,0.833333313,0.833333313,0.833333313,0.833333313,0.666666687,0.833333313
4%=0.04,0.75,0.75,0.75,0.833333313,0.833333313,0.916666687,0.916666687,0.916666687,1,1,1,1,1,1,1,1,1,1,0.75,1
5%=0.05,0.833333313,0.833333313,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,1,1,1,1,1,1,1,1,1,1,1,0.75,1
6%=0.06,0.833333313,0.916666687,0.916666687,0.916666687,0.916666687,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1
7%=0.07,0.916666687,0.916666687,0.916666687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.916666687,1
8%=0.08,0.916666687,0.916666687,0.916666687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9%=0.09,0.916666687,0.916666687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10%=0.1,0.916666687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11%=0.11,0.916666687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12%=0.12,0.916666687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13%=0.13,0.916666687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14%=0.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15%=0.15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1%=0.01,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0,0,0,0,0,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
2%=0.02,0.074074075,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.074074075,0.074074075,0.074074075,0.074074075,0.074074075,0.074074075,0.111111112,0.111111112,0.074074075,0.074074075
3%=0.03,0.074074075,0.074074075,0.074074075,0.074074075,0.074074075,0.074074075,0.074074075,0.074074075,0.074074075,0.074074075,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.074074075,0.111111112
4%=0.04,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.148148149,0.148148149,0.148148149,0.148148149,0.148148149,0.148148149,0.111111112,0.074074075,0.148148149
5%=0.05,0.185185179,0.185185179,0.185185179,0.185185179,0.185185179,0.185185179,0.185185179,0.185185179,0.185185179,0.185185179,0.185185179,0.185185179,0.185185179,0.185185179,0.185185179,0.185185179,0.185185179,0.148148149,0.111111112,0.222222224
6%=0.06,0.222222224,0.222222224,0.222222224,0.222222224,0.222222224,0.222222224,0.222222224,0.222222224,0.222222224,0.222222224,0.222222224,0.222222224,0.222222224,0.222222224,0.222222224,0.222222224,0.222222224,0.185185179,0.148148149,0.222222224
7%=0.07,0.259259254,0.259259254,0.259259254,0.259259254,0.259259254,0.259259254,0.259259254,0.259259254,0.259259254,0.259259254,0.259259254,0.259259254,0.259259254,0.259259254,0.259259254,0.259259254,0.222222224,0.222222224,0.185185179,0.222222224
8%=0.08,0.296296299,0.296296299,0.296296299,0.296296299,0.296296299,0.296296299,0.296296299,0.296296299,0.296296299,0.296296299,0.296296299,0.296296299,0.296296299,0.296296299,0.296296299,0.296296299,0.222222224,0.222222224,0.222222224,0.259259254
9%=0.09,0.333333343,0.333333343,0.370370358,0.370370358,0.370370358,0.370370358,0.370370358,0.370370358,0.370370358,0.370370358,0.370370358,0.370370358,0.370370358,0.370370358,0.370370358,0.370370358,0.296296299,0.296296299,0.259259254,0.296296299
10%=0.1,0.370370358,0.370370358,0.370370358,0.370370358,0.370370358,0.370370358,0.407407403,0.407407403,0.407407403,0.407407403,0.407407403,0.407407403,0.407407403,0.407407403,0.407407403,0.407407403,0.296296299,0.296296299,0.296296299,0.296296299
11%=0.11,0.370370358,0.370370358,0.370370358,0.370370358,0.370370358,0.407407403,0.407407403,0.407407403,0.444444448,0.407407403,0.407407403,0.407407403,0.407407403,0.407407403,0.407407403,0.407407403,0.333333343,0.333333343,0.296296299,0.333333343
12%=0.12,0.407407403,0.370370358,0.407407403,0.407407403,0.407407403,0.407407403,0.407407403,0.444444448,0.444444448,0.444444448,0.444444448,0.444444448,0.444444448,0.444444448,0.407407403,0.407407403,0.407407403,0.407407403,0.370370358,0.407407403
13%=0.13,0.407407403,0.407407403,0.407407403,0.444444448,0.444444448,0.444444448,0.444444448,0.444444448,0.444444448,0.481481493,0.481481493,0.481481493,0.481481493,0.444444448,0.444444448,0.444444448,0.444444448,0.407407403,0.407407403,0.407407403
14%=0.14,0.407407403,0.444444448,0.444444448,0.444444448,0.481481493,0.481481493,0.444444448,0.444444448,0.444444448,0.481481493,0.481481493,0.481481493,0.481481493,0.444444448,0.444444448,0.444444448,0.444444448,0.444444448,0.444444448,0.444444448
15%=0.15,0.444444448,0.444444448,0.444444448,0.518518507,0.481481493,0.481481493,0.481481493,0.481481493,0.481481493,0.481481493,0.481481493,0.481481493,0.481481493,0.481481493,0.444444448,0.444444448,0.444444448,0.444444448,0.444444448,0.444444448
1%=0.01,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0.01754386,0,0.01754386
2%=0.02,0.052631579,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.01754386,0,0.03508772
3%=0.03,0.087719299,0.070175439,0.070175439,0.070175439,0.052631579,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.01754386,0.03508772
4%=0.04,0.105263159,0.087719299,0.087719299,0.087719299,0.070175439,0.070175439,0.052631579,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.03508772,0.01754386,0.03508772
5%=0.05,0.105263159,0.087719299,0.087719299,0.087719299,0.087719299,0.070175439,0.070175439,0.070175439,0.070175439,0.070175439,0.070175439,0.070175439,0.070175439,0.070175439,0.070175439,0.070175439,0.052631579,0.052631579,0.03508772,0.070175439
6%=0.06,0.105263159,0.105263159,0.105263159,0.105263159,0.105263159,0.105263159,0.105263159,0.105263159,0.105263159,0.087719299,0.087719299,0.087719299,0.087719299,0.087719299,0.087719299,0.087719299,0.087719299,0.087719299,0.03508772,0.087719299
7%=0.07,0.122807018,0.122807018,0.122807018,0.122807018,0.122807018,0.122807018,0.140350878,0.122807018,0.122807018,0.122807018,0.122807018,0.122807018,0.105263159,0.105263159,0.105263159,0.087719299,0.087719299,0.087719299,0.052631579,0.105263159
8%=0.08,0.122807018,0.140350878,0.140350878,0.140350878,0.140350878,0.157894731,0.140350878,0.140350878,0.140350878,0.140350878,0.140350878,0.122807018,0.122807018,0.122807018,0.122807018,0.122807018,0.122807018,0.122807018,0.070175439,0.122807018
9%=0.09,0.140350878,0.175438598,0.175438598,0.175438598,0.175438598,0.19298245,0.175438598,0.175438598,0.175438598,0.175438598,0.175438598,0.140350878,0.140350878,0.140350878,0.140350878,0.140350878,0.140350878,0.140350878,0.105263159,0.140350878
10%=0.1,0.157894731,0.210526317,0.210526317,0.210526317,0.210526317,0.22807017,0.210526317,0.210526317,0.210526317,0.210526317,0.210526317,0.175438598,0.175438598,0.175438598,0.175438598,0.175438598,0.175438598,0.175438598,0.140350878,0.175438598
11%=0.11,0.210526317,0.245614037,0.245614037,0.245614037,0.245614037,0.263157904,0.245614037,0.245614037,0.245614037,0.245614037,0.22807017,0.22807017,0.22807017,0.22807017,0.22807017,0.22807017,0.210526317,0.210526317,0.19298245,0.22807017
12%=0.12,0.245614037,0.280701756,0.280701756,0.280701756,0.280701756,0.298245609,0.280701756,0.280701756,0.280701756,0.280701756,0.263157904,0.245614037,0.245614037,0.245614037,0.245614037,0.245614037,0.245614037,0.245614037,0.210526317,0.245614037
13%=0.13,0.263157904,0.315789461,0.315789461,0.315789461,0.315789461,0.333333343,0.315789461,0.315789461,0.315789461,0.315789461,0.298245609,0.280701756,0.280701756,0.280701756,0.280701756,0.280701756,0.280701756,0.280701756,0.210526317,0.280701756
14%=0.14,0.298245609,0.350877196,0.350877196,0.350877196,0.350877196,0.350877196,0.350877196,0.350877196,0.350877196,0.350877196,0.333333343,0.315789461,0.315789461,0.315789461,0.315789461,0.315789461,0.315789461,0.315789461,0.245614037,0.315789461
15%=0.15,0.333333343,0.368421048,0.368421048,0.368421048,0.368421048,0.368421048,0.368421048,0.368421048,0.368421048,0.368421048,0.350877196,0.350877196,0.350877196,0.350877196,0.350877196,0.350877196,0.333333343,0.333333343,0.280701756,0.350877196
1%=0.01,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731
2%=0.02,0.857142866,0.857142866,0.857142866,0.857142866,0.857142866,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.857142866,0.857142866,0.857142866,0.857142866,0.857142866,0.857142866,0.857142866
3%=0.03,0.857142866,0.857142866,0.857142866,0.857142866,0.857142866,0.857142866,0.857142866,0.857142866,0.857142866,1,1,1,1,1,1,0.857142866,0.857142866,0.857142866,0.857142866,0.857142866
4%=0.04,0.857142866,0.857142866,0.857142866,0.857142866,0.857142866,0.857142866,0.857142866,1,1,1,1,1,1,1,1,1,1,1,1,1
5%=0.05,0.857142866,0.857142866,0.857142866,0.857142866,0.857142866,0.857142866,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6%=0.06,0.857142866,0.857142866,0.857142866,0.857142866,0.857142866,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7%=0.07,0.857142866,0.857142866,0.857142866,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8%=0.08,0.857142866,0.857142866,0.857142866,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9%=0.09,0.857142866,0.857142866,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10%=0.1,0.857142866,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11%=0.11,0.857142866,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12%=0.12,0.857142866,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13%=0.13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14%=0.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15%=0.15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1%=0.01,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0,0
2%=0.02,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556,0.055555556
3%=0.03,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112,0.111111112
4%=0.04,0.277777791,0.277777791,0.277777791,0.277777791,0.222222224,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.111111112,0.166666672
5%=0.05,0.277777791,0.277777791,0.277777791,0.277777791,0.277777791,0.277777791,0.277777791,0.277777791,0.277777791,0.277777791,0.277777791,0.222222224,0.222222224,0.222222224,0.222222224,0.222222224,0.166666672,0.166666672,0.166666672,0.166666672
6%=0.06,0.277777791,0.277777791,0.277777791,0.333333343,0.333333343,0.388888896,0.333333343,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.277777791,0.277777791,0.222222224,0.222222224,0.277777791,0.222222224,0.166666672
7%=0.07,0.333333343,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.333333343,0.277777791,0.277777791,0.277777791
8%=0.08,0.444444448,0.444444448,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.333333343,0.333333343,0.333333343
9%=0.09,0.555555582,0.5,0.444444448,0.444444448,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.333333343
10%=0.1,0.666666687,0.555555582,0.555555582,0.555555582,0.5,0.444444448,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.333333343
11%=0.11,0.722222209,0.611111104,0.555555582,0.555555582,0.555555582,0.5,0.444444448,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896
12%=0.12,0.722222209,0.722222209,0.722222209,0.611111104,0.555555582,0.555555582,0.5,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896
13%=0.13,0.777777791,0.722222209,0.722222209,0.666666687,0.611111104,0.555555582,0.555555582,0.444444448,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896
14%=0.14,0.777777791,0.777777791,0.722222209,0.722222209,0.611111104,0.555555582,0.555555582,0.555555582,0.5,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896
15%=0.15,0.833333313,0.833333313,0.777777791,0.722222209,0.666666687,0.611111104,0.555555582,0.555555582,0.555555582,0.5,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896,0.388888896
1%=0.01,0.444444448,0.444444448,0.444444448,0.444444448,0.444444448,0.444444448,0.444444448,0.444444448,0.444444448,0.444444448,0.444444448,0.444444448,0.444444448,0.444444448,0.333333343,0.333333343,0.222222224,0.222222224,0.222222224,0.222222224
2%=0.02,0.666666687,0.666666687,0.666666687,0.666666687,0.666666687,0.666666687,0.666666687,0.555555582,0.555555582,0.555555582,0.555555582,0.555555582,0.555555582,0.555555582,0.555555582,0.555555582,0.333333343,0.333333343,0.222222224,0.333333343
3%=0.03,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.666666687,0.666666687,0.666666687,0.555555582,0.555555582,0.555555582,0.555555582,0.555555582,0.555555582
4%=0.04,0.888888896,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791
5%=0.05,0.888888896,0.888888896,0.888888896,0.777777791,0.777777791,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.777777791,0.777777791,0.777777791,0.777777791
6%=0.06,1,1,1,1,1,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.777777791,0.888888896
7%=0.07,1,1,1,1,1,1,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896
8%=0.08,1,1,1,1,1,1,1,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,1
9%=0.09,1,1,1,1,1,1,1,1,1,1,1,1,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,0.888888896,1
10%=0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888896,0.888888896,0.888888896,0.888888896,1
11%=0.11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12%=0.12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13%=0.13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14%=0.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15%=0.15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1%=0.01,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575
2%=0.02,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.142857149,0.071428575
3%=0.03,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.071428575,0.071428575,0.071428575,0.071428575,0.142857149,0.214285716,0.071428575
4%=0.04,0.214285716,0.214285716,0.214285716,0.214285716,0.214285716,0.214285716,0.285714298,0.285714298,0.285714298,0.214285716,0.214285716,0.214285716,0.214285716,0.142857149,0.142857149,0.142857149,0.214285716,0.214285716,0.214285716,0.142857149
5%=0.05,0.285714298,0.357142866,0.357142866,0.357142866,0.357142866,0.285714298,0.285714298,0.285714298,0.285714298,0.285714298,0.285714298,0.285714298,0.285714298,0.285714298,0.285714298,0.285714298,0.357142866,0.357142866,0.214285716,0.285714298
6%=0.06,0.357142866,0.428571433,0.428571433,0.357142866,0.357142866,0.357142866,0.357142866,0.357142866,0.357142866,0.357142866,0.357142866,0.428571433,0.428571433,0.357142866,0.357142866,0.357142866,0.357142866,0.357142866,0.285714298,0.357142866
7%=0.07,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.357142866,0.357142866,0.357142866,0.357142866,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.357142866,0.357142866,0.357142866,0.357142866
8%=0.08,0.5,0.5,0.5,0.428571433,0.428571433,0.428571433,0.428571433,0.357142866,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.357142866,0.357142866,0.357142866
9%=0.09,0.571428597,0.571428597,0.5,0.5,0.5,0.5,0.5,0.5,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.357142866,0.357142866
10%=0.1,0.714285731,0.714285731,0.714285731,0.642857134,0.642857134,0.571428597,0.571428597,0.5,0.5,0.5,0.5,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433,0.428571433
11%=0.11,0.714285731,0.714285731,0.714285731,0.714285731,0.642857134,0.642857134,0.571428597,0.571428597,0.571428597,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.428571433,0.5
12%=0.12,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.642857134,0.642857134,0.571428597,0.571428597,0.571428597,0.571428597,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.428571433,0.5
13%=0.13,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.642857134,0.642857134,0.642857134,0.642857134,0.571428597,0.571428597,0.5,0.5,0.5,0.5,0.5
14%=0.14,0.785714269,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.642857134,0.642857134,0.571428597,0.571428597,0.571428597,0.5,0.5,0.5
15%=0.15,0.785714269,0.785714269,0.714285731,0.714285731,0.785714269,0.785714269,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.714285731,0.642857134,0.642857134,0.642857134,0.5,0.571428597
1%=0.01,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0
2%=0.02,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.083333336,0.041666668,0.041666668,0.041666668,0.041666668,0
3%=0.03,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.083333336,0.083333336,0.083333336,0.041666668,0.041666668,0.041666668,0
4%=0.04,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.041666668,0.041666668,0.041666668
5%=0.05,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.041666668,0.041666668,0.041666668
6%=0.06,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.041666668
7%=0.07,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336
