Mars(29),h-index,a-index,k-core,ForwardPageRank-Sora,ForwardBackPageRank-Sora,g-core,MinClass,TSEPageRank,LiuPageRank,TSEPageRank_v15,iFit,TSPrideWithMotifCoreness
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.034482758620689655,0.0,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0
3,0.06896551724137931,0.0,0.0,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655
4,0.06896551724137931,0.0,0.0,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655
5,0.06896551724137931,0.0,0.0,0.10344827586206896,0.10344827586206896,0.034482758620689655,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.034482758620689655
6,0.10344827586206896,0.0,0.0,0.10344827586206896,0.10344827586206896,0.034482758620689655,0.10344827586206896,0.06896551724137931,0.06896551724137931,0.10344827586206896,0.06896551724137931,0.06896551724137931
7,0.13793103448275862,0.0,0.0,0.10344827586206896,0.10344827586206896,0.034482758620689655,0.10344827586206896,0.06896551724137931,0.06896551724137931,0.10344827586206896,0.06896551724137931,0.10344827586206896
8,0.1724137931034483,0.0,0.0,0.13793103448275862,0.13793103448275862,0.10344827586206896,0.10344827586206896,0.06896551724137931,0.06896551724137931,0.10344827586206896,0.06896551724137931,0.10344827586206896
9,0.1724137931034483,0.0,0.0,0.13793103448275862,0.13793103448275862,0.10344827586206896,0.13793103448275862,0.06896551724137931,0.10344827586206896,0.13793103448275862,0.06896551724137931,0.13793103448275862
10,0.1724137931034483,0.0,0.20689655172413793,0.1724137931034483,0.1724137931034483,0.10344827586206896,0.13793103448275862,0.10344827586206896,0.10344827586206896,0.13793103448275862,0.06896551724137931,0.13793103448275862
11,0.1724137931034483,0.0,0.20689655172413793,0.1724137931034483,0.1724137931034483,0.10344827586206896,0.1724137931034483,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.10344827586206896,0.13793103448275862
12,0.1724137931034483,0.0,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.13793103448275862,0.20689655172413793,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.13793103448275862
13,0.1724137931034483,0.0,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.13793103448275862,0.20689655172413793,0.13793103448275862,0.13793103448275862,0.1724137931034483,0.1724137931034483,0.13793103448275862
14,0.1724137931034483,0.0,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.1724137931034483,0.2413793103448276,0.1724137931034483,0.13793103448275862,0.1724137931034483,0.20689655172413793,0.1724137931034483
15,0.1724137931034483,0.0,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.1724137931034483,0.2413793103448276,0.1724137931034483,0.13793103448275862,0.1724137931034483,0.20689655172413793,0.1724137931034483
16,0.20689655172413793,0.0,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.1724137931034483,0.2413793103448276,0.20689655172413793,0.13793103448275862,0.1724137931034483,0.2413793103448276,0.20689655172413793
17,0.20689655172413793,0.0,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.2413793103448276,0.20689655172413793,0.13793103448275862,0.20689655172413793,0.2413793103448276,0.20689655172413793
18,0.20689655172413793,0.0,0.20689655172413793,0.2413793103448276,0.2413793103448276,0.20689655172413793,0.2413793103448276,0.20689655172413793,0.1724137931034483,0.20689655172413793,0.2413793103448276,0.20689655172413793
19,0.27586206896551724,0.0,0.20689655172413793,0.27586206896551724,0.27586206896551724,0.2413793103448276,0.2413793103448276,0.20689655172413793,0.1724137931034483,0.2413793103448276,0.2413793103448276,0.2413793103448276
20,0.27586206896551724,0.0,0.2413793103448276,0.27586206896551724,0.27586206896551724,0.2413793103448276,0.2413793103448276,0.20689655172413793,0.1724137931034483,0.2413793103448276,0.27586206896551724,0.2413793103448276
21,0.27586206896551724,0.0,0.2413793103448276,0.27586206896551724,0.27586206896551724,0.2413793103448276,0.27586206896551724,0.2413793103448276,0.20689655172413793,0.2413793103448276,0.27586206896551724,0.2413793103448276
22,0.27586206896551724,0.0,0.2413793103448276,0.27586206896551724,0.27586206896551724,0.2413793103448276,0.3103448275862069,0.2413793103448276,0.20689655172413793,0.2413793103448276,0.27586206896551724,0.27586206896551724
23,0.3103448275862069,0.0,0.2413793103448276,0.27586206896551724,0.27586206896551724,0.2413793103448276,0.3448275862068966,0.2413793103448276,0.2413793103448276,0.2413793103448276,0.27586206896551724,0.27586206896551724
24,0.3103448275862069,0.0,0.2413793103448276,0.27586206896551724,0.27586206896551724,0.2413793103448276,0.3448275862068966,0.2413793103448276,0.2413793103448276,0.2413793103448276,0.3103448275862069,0.27586206896551724
25,0.3103448275862069,0.0,0.2413793103448276,0.27586206896551724,0.27586206896551724,0.2413793103448276,0.3448275862068966,0.2413793103448276,0.2413793103448276,0.2413793103448276,0.3448275862068966,0.3103448275862069
26,0.3103448275862069,0.0,0.2413793103448276,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.3448275862068966,0.2413793103448276,0.2413793103448276,0.27586206896551724,0.3448275862068966,0.3103448275862069
27,0.3448275862068966,0.0,0.2413793103448276,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.3448275862068966,0.2413793103448276,0.2413793103448276,0.27586206896551724,0.3448275862068966,0.3103448275862069
