ant_main(10),PrideWithMotifPride,TSPrideWithMotifCoreness
17,0.2222222222222222,0.6666666666666666
18,0.3333333333333333,0.6666666666666666
19,0.4444444444444444,0.6666666666666666
20,0.5555555555555556,0.6666666666666666
21,0.5555555555555556,0.6666666666666666
22,0.5555555555555556,0.6666666666666666
23,0.6666666666666666,0.6666666666666666
24,0.7777777777777778,0.7777777777777778
25,0.8888888888888888,0.7777777777777778
26,0.8888888888888888,0.7777777777777778
27,0.8888888888888888,0.7777777777777778
28,0.8888888888888888,0.7777777777777778
29,0.8888888888888888,0.7777777777777778
30,0.8888888888888888,0.8888888888888888
1,0.07142857142857142,0.07142857142857142
2,0.07142857142857142,0.07142857142857142
3,0.07142857142857142,0.07142857142857142
4,0.07142857142857142,0.07142857142857142
5,0.07142857142857142,0.07142857142857142
6,0.14285714285714285,0.07142857142857142
7,0.14285714285714285,0.07142857142857142
8,0.21428571428571427,0.14285714285714285
9,0.21428571428571427,0.21428571428571427
10,0.21428571428571427,0.21428571428571427
11,0.21428571428571427,0.21428571428571427
12,0.21428571428571427,0.21428571428571427
13,0.21428571428571427,0.2857142857142857
14,0.21428571428571427,0.35714285714285715
15,0.21428571428571427,0.35714285714285715
16,0.21428571428571427,0.35714285714285715
17,0.21428571428571427,0.35714285714285715
18,0.21428571428571427,0.35714285714285715
19,0.21428571428571427,0.35714285714285715
20,0.2857142857142857,0.35714285714285715
21,0.2857142857142857,0.35714285714285715
22,0.2857142857142857,0.35714285714285715
23,0.35714285714285715,0.35714285714285715
24,0.35714285714285715,0.35714285714285715
25,0.35714285714285715,0.35714285714285715
26,0.35714285714285715,0.35714285714285715
27,0.35714285714285715,0.35714285714285715
28,0.42857142857142855,0.35714285714285715
29,0.42857142857142855,0.35714285714285715
30,0.42857142857142855,0.35714285714285715
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.041666666666666664
5,0.0,0.041666666666666664
6,0.0,0.041666666666666664
7,0.0,0.041666666666666664
8,0.0,0.08333333333333333
9,0.0,0.08333333333333333
10,0.0,0.08333333333333333
11,0.0,0.08333333333333333
12,0.0,0.08333333333333333
13,0.0,0.08333333333333333
14,0.0,0.08333333333333333
15,0.0,0.08333333333333333
16,0.0,0.08333333333333333
17,0.0,0.125
18,0.0,0.125
19,0.0,0.125
20,0.0,0.125
21,0.0,0.125
22,0.041666666666666664,0.125
23,0.041666666666666664,0.125
24,0.041666666666666664,0.125
25,0.041666666666666664,0.125
26,0.041666666666666664,0.125
27,0.08333333333333333,0.16666666666666666
28,0.08333333333333333,0.16666666666666666
29,0.08333333333333333,0.20833333333333334
30,0.08333333333333333,0.25
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.1111111111111111
5,0.0,0.1111111111111111
6,0.1111111111111111,0.1111111111111111
7,0.1111111111111111,0.1111111111111111
8,0.1111111111111111,0.1111111111111111
9,0.2222222222222222,0.1111111111111111
10,0.2222222222222222,0.1111111111111111
11,0.2222222222222222,0.1111111111111111
12,0.2222222222222222,0.2222222222222222
13,0.2222222222222222,0.2222222222222222
14,0.2222222222222222,0.2222222222222222
15,0.2222222222222222,0.3333333333333333
16,0.2222222222222222,0.3333333333333333
17,0.2222222222222222,0.3333333333333333
18,0.2222222222222222,0.3333333333333333
19,0.3333333333333333,0.3333333333333333
20,0.3333333333333333,0.3333333333333333
21,0.3333333333333333,0.3333333333333333
22,0.3333333333333333,0.3333333333333333
23,0.3333333333333333,0.3333333333333333
24,0.3333333333333333,0.3333333333333333
25,0.3333333333333333,0.3333333333333333
26,0.3333333333333333,0.3333333333333333
27,0.3333333333333333,0.3333333333333333
28,0.3333333333333333,0.3333333333333333
29,0.3333333333333333,0.3333333333333333
30,0.3333333333333333,0.3333333333333333
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.034482758620689655,0.034482758620689655
5,0.034482758620689655,0.034482758620689655
6,0.06896551724137931,0.06896551724137931
7,0.06896551724137931,0.06896551724137931
8,0.06896551724137931,0.06896551724137931
9,0.10344827586206896,0.10344827586206896
10,0.13793103448275862,0.13793103448275862
11,0.1724137931034483,0.13793103448275862
12,0.1724137931034483,0.13793103448275862
13,0.1724137931034483,0.1724137931034483
14,0.1724137931034483,0.1724137931034483
15,0.1724137931034483,0.20689655172413793
16,0.1724137931034483,0.2413793103448276
17,0.1724137931034483,0.2413793103448276
18,0.1724137931034483,0.2413793103448276
19,0.1724137931034483,0.2413793103448276
20,0.1724137931034483,0.2413793103448276
21,0.1724137931034483,0.2413793103448276
22,0.1724137931034483,0.2413793103448276
23,0.1724137931034483,0.27586206896551724
24,0.1724137931034483,0.3103448275862069
25,0.1724137931034483,0.3103448275862069
26,0.20689655172413793,0.3103448275862069
27,0.2413793103448276,0.3103448275862069
28,0.2413793103448276,0.3103448275862069
29,0.2413793103448276,0.3448275862068966
30,0.27586206896551724,0.3448275862068966
1,0.037037037037037035,0.037037037037037035
2,0.07407407407407407,0.07407407407407407
3,0.1111111111111111,0.1111111111111111
4,0.14814814814814814,0.14814814814814814
5,0.18518518518518517,0.18518518518518517
6,0.2222222222222222,0.2222222222222222
7,0.25925925925925924,0.2222222222222222
8,0.2962962962962963,0.25925925925925924
9,0.3333333333333333,0.2962962962962963
10,0.3333333333333333,0.3333333333333333
11,0.3333333333333333,0.37037037037037035
12,0.37037037037037035,0.4074074074074074
13,0.4074074074074074,0.4444444444444444
14,0.4074074074074074,0.48148148148148145
15,0.4074074074074074,0.48148148148148145
16,0.4444444444444444,0.48148148148148145
17,0.4444444444444444,0.48148148148148145
18,0.4444444444444444,0.48148148148148145
19,0.4444444444444444,0.48148148148148145
20,0.4444444444444444,0.5185185185185185
21,0.48148148148148145,0.5185185185185185
22,0.5185185185185185,0.5185185185185185
23,0.5185185185185185,0.5185185185185185
24,0.5185185185185185,0.5185185185185185
25,0.5185185185185185,0.5185185185185185
26,0.5185185185185185,0.5185185185185185
27,0.5185185185185185,0.5185185185185185
28,0.5185185185185185,0.5185185185185185
29,0.5185185185185185,0.5555555555555556
30,0.5185185185185185,0.5555555555555556
1,0.041666666666666664,0.041666666666666664
2,0.08333333333333333,0.08333333333333333
3,0.08333333333333333,0.125
4,0.125,0.16666666666666666
5,0.16666666666666666,0.16666666666666666
6,0.20833333333333334,0.20833333333333334
7,0.25,0.20833333333333334
8,0.2916666666666667,0.25
9,0.3333333333333333,0.2916666666666667
10,0.375,0.3333333333333333
11,0.375,0.375
12,0.375,0.375
13,0.375,0.4166666666666667
14,0.4166666666666667,0.4166666666666667
15,0.4166666666666667,0.4583333333333333
16,0.4583333333333333,0.4583333333333333
17,0.5,0.4583333333333333
18,0.5,0.4583333333333333
19,0.5,0.4583333333333333
20,0.5,0.5
21,0.5,0.5
22,0.5,0.5
23,0.5,0.5416666666666666
24,0.5,0.5416666666666666
25,0.5,0.5416666666666666
26,0.5,0.5416666666666666
27,0.5,0.5416666666666666
28,0.5,0.5416666666666666
29,0.5,0.5416666666666666
30,0.5,0.5416666666666666
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.08333333333333333,0.0
8,0.08333333333333333,0.0
9,0.08333333333333333,0.08333333333333333
10,0.08333333333333333,0.08333333333333333
11,0.08333333333333333,0.08333333333333333
12,0.16666666666666666,0.16666666666666666
13,0.16666666666666666,0.16666666666666666
14,0.16666666666666666,0.16666666666666666
15,0.25,0.25
16,0.25,0.25
17,0.25,0.25
18,0.25,0.25
19,0.25,0.25
20,0.25,0.25
21,0.25,0.25
22,0.25,0.25
23,0.25,0.25
24,0.25,0.25
25,0.25,0.25
26,0.25,0.25
27,0.25,0.25
28,0.3333333333333333,0.25
29,0.3333333333333333,0.25
30,0.3333333333333333,0.25
1,0.0,0.0
2,0.0,0.0
3,0.03571428571428571,0.0
4,0.03571428571428571,0.03571428571428571
5,0.07142857142857142,0.03571428571428571
6,0.07142857142857142,0.07142857142857142
7,0.10714285714285714,0.07142857142857142
8,0.10714285714285714,0.10714285714285714
9,0.10714285714285714,0.14285714285714285
10,0.10714285714285714,0.14285714285714285
11,0.14285714285714285,0.14285714285714285
12,0.17857142857142858,0.14285714285714285
13,0.17857142857142858,0.14285714285714285
14,0.17857142857142858,0.14285714285714285
15,0.17857142857142858,0.17857142857142858
16,0.17857142857142858,0.21428571428571427
17,0.17857142857142858,0.25
18,0.17857142857142858,0.25
19,0.17857142857142858,0.25
20,0.17857142857142858,0.25
21,0.17857142857142858,0.25
22,0.17857142857142858,0.25
23,0.17857142857142858,0.2857142857142857
24,0.17857142857142858,0.2857142857142857
25,0.17857142857142858,0.2857142857142857
26,0.21428571428571427,0.2857142857142857
27,0.21428571428571427,0.2857142857142857
28,0.25,0.2857142857142857
29,0.25,0.2857142857142857
30,0.25,0.2857142857142857
1,0.0,0.0
2,0.0,0.0
3,0.08333333333333333,0.0
4,0.08333333333333333,0.0
5,0.16666666666666666,0.08333333333333333
6,0.25,0.16666666666666666
7,0.25,0.25
8,0.25,0.25
9,0.25,0.25
10,0.25,0.25
11,0.3333333333333333,0.25
12,0.3333333333333333,0.25
13,0.3333333333333333,0.3333333333333333
14,0.3333333333333333,0.3333333333333333
15,0.3333333333333333,0.4166666666666667
16,0.4166666666666667,0.5
17,0.5,0.5833333333333334
18,0.5,0.6666666666666666
19,0.5,0.6666666666666666
20,0.5833333333333334,0.75
21,0.5833333333333334,0.75
22,0.6666666666666666,0.8333333333333334
23,0.75,0.9166666666666666
24,0.8333333333333334,0.9166666666666666
25,0.8333333333333334,1.0
26,0.8333333333333334,1.0
27,0.8333333333333334,1.0
28,0.8333333333333334,1.0
29,0.8333333333333334,1.0
30,0.8333333333333334,1.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.16666666666666666
8,0.0,0.16666666666666666
9,0.0,0.16666666666666666
10,0.0,0.16666666666666666
11,0.0,0.16666666666666666
12,0.0,0.16666666666666666
13,0.0,0.16666666666666666
14,0.0,0.16666666666666666
15,0.0,0.16666666666666666
16,0.0,0.16666666666666666
17,0.0,0.16666666666666666
18,0.0,0.16666666666666666
19,0.0,0.16666666666666666
20,0.0,0.16666666666666666
21,0.0,0.16666666666666666
22,0.0,0.16666666666666666
23,0.0,0.16666666666666666
24,0.0,0.16666666666666666
25,0.0,0.16666666666666666
26,0.0,0.16666666666666666
27,0.0,0.16666666666666666
28,0.0,0.16666666666666666
29,0.0,0.16666666666666666
30,0.0,0.16666666666666666
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
