software07,TSPageRank,PrideWithMotifCoreness,TSPrideWithMotifCoreness
ant_main(10)7%=0.07,0.800000011920929,0.800000011920929,0.800000011920929
argouml(12)7%=0.07,1.0,1.0,1.0
gwtportlets(27)7%=0.07,0.18518517911434174,0.2222222238779068,0.2222222238779068
javaclient(57)7%=0.07,0.10526315867900848,0.08771929889917374,0.10526315867900848
jedit(7)7%=0.07,1.0,1.0,1.0
jgap(18)7%=0.07,0.1666666716337204,0.2777777910232544,0.2777777910232544
jhotdraw(9)7%=0.07,0.8888888955116272,0.8888888955116272,0.8888888955116272
jmeter_core(14)7%=0.07,0.3571428656578064,0.3571428656578064,0.3571428656578064
JPMC(24)7%=0.07,0.0833333358168602,0.0,0.0833333358168602
log4j(9)7%=0.07,0.6666666865348816,0.7777777910232544,0.7777777910232544
Mars(29)7%=0.07,0.517241358757019,0.48275861144065857,0.48275861144065857
Maze(27)7%=0.07,0.2222222238779068,0.25925925374031067,0.25925925374031067
neuroph(24)7%=0.07,0.3333333432674408,0.375,0.375
PDFBox(12)7%=0.07,0.6666666865348816,0.75,0.6666666865348816
tomcat(28)7%=0.07,0.6071428656578064,0.75,0.7857142686843872
wro4j(12)7%=0.07,1.0,1.0,1.0
Xerces(6)7%=0.07,0.6666666865348816,0.5,0.6666666865348816
xuml(37)7%=0.07,0.0,0.0,0.0
